order_id,customer_id,product_id,order_date,quantity,amount,order_status
ORD00073459,CUST003981,PROD0084,2025-05-31,2,2361.46,Returned
ORD00013925,CUST007993,PROD0016,2025-12-13,1,8756.5,Cancelled
ORD00066149,CUST007609,PROD0055,2024-02-27,3,2132.85,Delivered
ORD00026763,CUST013383,PROD0010,2024-07-12,1,2820.76,Delivered
ORD00043040,CUST013301,PROD0001,2022-11-02,3,85772.94,Pending
ORD00089490,CUST017379,PROD0052,2025-08-06,3,13104.93,Shipped
ORD00000298,CUST003220,PROD0084,2024-02-26,1,1180.73,Delivered
ORD00096470,CUST016388,PROD0017,2022-03-27,2,59226.36,Delivered
ORD00010600,CUST008421,PROD0013,2025-04-19,2,40409.48,Delivered
ORD00035398,CUST019443,PROD0009,2025-12-05,2,7099.62,Delivered
ORD00028888,CUST010562,PROD0099,2023-02-15,4,1225.56,Delivered
ORD00008303,CUST002996,PROD0002,2025-01-20,1,46811.42,Delivered
ORD00037074,CUST010757,PROD0072,2023-10-29,1,6019.85,Delivered
ORD00058033,CUST000890,PROD0047,2025-05-28,6,16612.8,Delivered
ORD00062013,CUST000977,PROD0052,2024-11-11,3,13104.93,Delivered
ORD00041719,CUST011626,PROD0066,2025-02-10,2,4687.36,Shipped
ORD00099005,CUST015233,PROD0045,2025-04-14,2,2466.06,Delivered
ORD00045920,CUST014657,PROD0098,2025-12-06,2,5022.16,pending
ORD00007156,CUST015025,PROD0076,2025-01-07,3,3774.66,Delivered
ORD00096348,CUST001669,PROD0043,2024-08-07,1,270.98,Cancelled
ORD00001786,CUST018429,PROD0097,2025-08-25,5,671.5,Pending
ORD00080661,CUST005053,PROD0042,2025-10-27,4,18036.28,Delivered
ORD00026568,CUST018099,PROD0094,2025-06-22,1,527.55,Delivered
ORD00034025,CUST017093,PROD0007,2025-11-20,4,82024.72,Pending
ORD00000021,CUST008536,PROD0051,2025-03-16,2,13382.98,Cancelled
ORD00062936,CUST002055,PROD0093,2024-11-05,6,6979.14,Shipped
ORD00086862,CUST016352,PROD0080,2025-03-02,1,555.8,Delivered
ORD00073927,CUST007758,PROD0065,2025-03-19,4,21740.96,Delivered
ORD00044898,CUST004483,PROD0021,2025-09-24,1,12283.8,Delivered
ORD00081884,CUST015880,PROD0075,2025-08-14,1,1127.95,cancelled 
ORD00074314,CUST014436,PROD0076,2024-12-01,1,1258.22,Delivered
ORD00055230,CUST006864,PROD0060,2025-06-03,1,566.88,Cancelled
ORD00065846,CUST005068,PROD0035,2025-09-28,2,34805.58,Shipped
ORD00022048,CUST007949,PROD0057,2025-07-18,3,4503.51,Delivered
ORD00066162,CUST013847,PROD0099,2025-06-23,4,1225.56,Delivered
ORD00027720,CUST006199,PROD0053,2023-01-15,2,9772.82,Cancelled
ORD00071432,CUST008199,PROD0091,2021-09-19,1,197.92,Delivered
ORD00034921,CUST011971,PROD0071,2024-05-02,2,3596.44,Delivered
ORD00048213,CUST010833,PROD0073,2022-03-06,3,13481.04,Delivered
ORD00004841,CUST989504,PROD0034,2024-11-25,4,75075.6,Shipped
ORD00077330,CUST019191,PROD0006,2022-01-11,5,166883.1,Shipped
ORD00027322,CUST002807,PROD0079,2022-01-05,1,1265.1,Delivered
ORD00040064,CUST015900,PROD0056,2024-05-25,2,6745.54,Cancelled
ORD00030594,CUST007389,PROD0018,2025-12-13,1,22211.07,Delivered
ORD00001303,CUST003663,PROD0018,2025-12-13,1,22211.07,Pending
ORD00030808,CUST015518,PROD0099,2025-11-19,1,306.39,Returned
ORD00035594,CUST002627,PROD0074,2024-09-12,1,838.22,Cancelled
ORD00068275,CUST015991,PROD0088,2024-09-16,3,982.29,Delivered
ORD00044740,CUST008044,PROD0052,2023-06-05,1,4368.31,Cancelled
ORD00035995,CUST013353,PROD0090,2025-12-11,1,4904.58, Shipped
ORD00063130,CUST001748,PROD0083,2025-02-12,1,2057.5,Pending
ORD00040996,CUST002067,PROD0021,2023-05-10,1,12283.8,Delivered
ORD00081104,CUST009461,PROD0067,2023-03-21,2,4434.12,Cancelled
ORD00015349,CUST019226,PROD0081,2025-08-13,2,1978.82,Shipped
ORD00083975,CUST000241,PROD0081,2023-05-24,3,2968.23,Shipped
ORD00010931,CUST015443,PROD0056,2022-01-10,1,3372.77,Delivered
ORD00062186,CUST017099,PROD0097,2021-08-18,2,268.6,Delivered
ORD00055152,CUST009210,PROD0024,2022-10-24,4,35381.56,Delivered
ORD00013816,CUST015314,PROD0082,2024-03-27,1,1697.27,Cancelled
ORD00061470,CUST010999,PROD0092,2025-08-23,2,7148.66,Pending
ORD00031139,CUST007045,PROD0046,2025-02-20,5,24415.9,Delivered
ORD00093169,CUST006525,PROD0004,2025-06-15,1,36063.99,Delivered
ORD00070490,CUST005822,PROD0024,2025-08-21,1,8845.39,Delivered
ORD00078161,CUST007533,PROD0044,2025-11-03,1,3318.38,Cancelled
ORD00052706,CUST013182,PROD0075,2025-02-01,1,1127.95,Delivered
ORD00070458,CUST007885,PROD0073,2025-08-24,2,8987.36,Cancelled
ORD00064779,CUST017951,PROD0038,2023-12-03,1,19843.32,Delivered
ORD00024707,CUST010429,PROD0043,2025-12-28,1,270.98,Delivered
ORD00043252,CUST003591,PROD0014,2024-07-06,3,98107.11,Cancelled
ORD00065437,CUST010869,PROD0094,2023-05-01,3,1582.65,Delivered
ORD00069016,CUST018235,PROD0038,2024-07-07,8,158746.56,Delivered
ORD00085191,CUST012631,PROD0020,2025-12-31,1,47592.58,Shipped
ORD00076605,CUST004330,PROD0037,2024-03-07,8,143196.48,Delivered
ORD00064785,CUST002768,PROD0030,2024-12-13,1,19536.17,Delivered
ORD00045485,CUST013162,PROD0069,2025-06-26,3,20926.59,Pending
ORD00089854,CUST013935,PROD0097,2025-04-16,1,134.3,Delivered
ORD00002669,CUST009898,PROD0099,2024-05-25,3,919.17,Pending
ORD00020661,CUST009943,PROD0011,2024-10-25,3,25793.28,Delivered
ORD00099214,CUST005774,PROD0037,2025-10-17,2,35799.12,Cancelled
ORD00034125,CUST010838,PROD0008,2025-12-04,6,168031.32,Delivered
ORD00026007,CUST002511,PROD0041,2023-10-11,1,2279.16,Delivered
ORD00080938,CUST011512,PROD0001,2025-05-24,1,28590.98,Delivered
ORD00042514,CUST004769,PROD0005,2025-11-22,3,92371.71,Delivered
ORD00087905,CUST011904,PROD0051,2025-04-25,1,6691.49,Cancelled
ORD00065847,CUST019416,PROD0008,2023-10-05,5,140026.1,Shipped
ORD00037679,CUST010758,PROD0056,2025-02-25,4,13491.08,Pending
ORD00075190,CUST004022,PROD0008,2025-01-19,3,84015.66,Delivered
ORD00082344,CUST012913,PROD0043,2024-11-14,1,270.98,Delivered
ORD00045452,CUST011044,PROD0007,2024-08-20,8,164049.44,Cancelled
ORD00066146,CUST002269,PROD0033,2023-01-20,1,19264.99,Delivered
ORD00002044,CUST003200,PROD0008,2025-12-15,2,56010.44,Returned
ORD00087393,CUST010287,PROD0025,2025-01-16,4,71262.2,Delivered
ORD00084229,CUST001574,PROD0024,2023-08-16,2,17690.78,Returned
ORD00084613,CUST009131,PROD0031,2025-09-15,1,19668.5,Delivered
ORD00003886,CUST002032,PROD0054,2025-12-16,2,340.74,Delivered
ORD00082840,CUST013583,PROD0071,2025-08-07,3,5394.66,Delivered
ORD00028007,CUST004521,PROD0019,2022-09-24,1,21463.84,Delivered
ORD00070380,CUST004171,PROD0005,2025-05-20,1,30790.57,Delivered
ORD00016694,CUST005535,PROD0048,2023-07-17,3,7311.42,Delivered
ORD00079901,CUST002348,PROD0011,2023-09-19,10,85977.6,Pending
ORD00083546,CUST002745,PROD0069,2025-01-06,1,6975.53,Delivered
ORD00011540,CUST000110,PROD0015,2025-03-08,1,29875.51,Delivered
ORD00008897,CUST010298,PROD0071,2022-03-28,1,1798.22,Pending
ORD00089164,CUST009117,PROD0026,2023-12-06,1,10836.41,Delivered
ORD00034156,CUST015851,PROD0050,2024-07-18,1,3988.85,Delivered
ORD00016569,CUST006272,PROD0089,2023-04-21,4,13992.88,Delivered
ORD00027028,CUST012232,PROD0076,2025-04-13,2,2516.44,Pending
ORD00026731,CUST005600,PROD0053,2024-04-26,1,4886.41,Delivered
ORD00021542,CUST019964,PROD0038,2025-05-26,2,39686.64,Delivered
ORD00036834,CUST001897,PROD0024,2025-07-16,3,26536.17,Delivered
ORD00094896,CUST018337,PROD0045,2025-10-30,2,2466.06,Delivered
ORD00027101,CUST006027,PROD0080,2025-07-01,1,555.8,Delivered
ORD00044982,CUST006534,PROD0099,2023-11-18,1,306.39,Shipped
ORD00027929,CUST013004,PROD0022,2024-06-24,3,27122.46,Delivered
ORD00061281,CUST006542,PROD0062,2025-09-21,2,969.9,Delivered
ORD00022722,CUST013914,PROD0041,2023-12-16,1,2279.16,Shipped
ORD00012832,CUST017159,PROD0022,2025-12-03,1,9040.82,Shipped
ORD00036690,CUST012005,PROD0055,2023-06-19,1,710.95,Delivered
ORD00041693,CUST017696,PROD0023,2023-01-09,1,2058.44,Pending
ORD00025432,CUST019165,PROD0048,2025-07-21,1,2437.14,Delivered
ORD00061195,CUST001901,PROD0032,2021-12-30,1,9411.66,Cancelled
ORD00074284,CUST007880,PROD0076,2024-10-06,1,1258.22,Delivered
ORD00006101,CUST002789,PROD0073,2025-10-17,1,4493.68,Delivered
ORD00054018,CUST015002,PROD0096,2025-11-23,1,3019.59,Cancelled
ORD00013291,CUST019155,PROD0032,2025-12-30,2,18823.32,Delivered
ORD00066023,CUST007526,PROD0024,2022-10-09,1,8845.39,Delivered
ORD00003972,CUST008588,PROD0009,2025-05-04,1,3549.81,Returned
ORD00005226,,PROD0063,2024-12-03,1,1957.06,Shipped
ORD00081531,CUST007739,PROD0044,2025-10-27,1,3318.38,Shipped
ORD00079087,CUST013756,PROD0012,2022-12-23,8,378930.8,Delivered
ORD00029301,CUST007383,PROD0014,2025-06-06,2,65404.74,Delivered
ORD00024075,CUST001036,PROD0045,2025-11-26,2,2466.06,Pending
ORD00026308,CUST002786,PROD0086,2025-10-01,3,525.27,Delivered
ORD00069608,CUST007225,PROD0015,2025-03-15,1,29875.51,Cancelled
ORD00085272,CUST002919,PROD0014,2023-07-10,4,130809.48,Delivered
ORD00076131,CUST002813,PROD0047,2023-09-30,1,2768.8,Delivered
ORD00077773,CUST000944,PROD0090,2025-07-21,3,14713.74,Delivered
ORD00083218,CUST010274,PROD0038,2024-11-27,1,19843.32,Shipped
ORD00078414,CUST015724,PROD0003,2024-10-24,1,45430.69,Delivered
ORD00040289,CUST006199,PROD0070,2023-01-29,10,95453.8,Delivered
ORD00005633,CUST012497,PROD0020,2025-12-20,2,95185.16,Delivered
ORD00082308,CUST015651,PROD0062,2025-04-04,3,1454.85,Delivered
ORD00038037,CUST014559,PROD0089,2022-05-17,1,3498.22,Shipped
ORD00094923,CUST016444,PROD0044,2025-07-05,2,6636.76,Delivered
ORD00029582,CUST008154,PROD0090,2025-09-18,1,4904.58,Pending
ORD00039008,CUST003602,PROD0030,2025-05-21,2,39072.34,Cancelled
ORD00041560,CUST014818,PROD0054,2023-10-10,10,1703.7,Shipped
ORD00000217,CUST001037,PROD0048,2023-11-01,1,2437.14,Delivered
ORD00012292,CUST006451,PROD0028,2025-10-16,6,96603.54,Delivered
ORD00010439,CUST018345,PROD0039,2023-04-25,1,4468.46,Shipped
ORD00088951,CUST010340,PROD0056,2024-03-26,1,3372.77,Delivered
ORD00096102,CUST003293,PROD0005,2023-10-11,2,61581.14,Delivered
ORD00022156,CUST010558,PROD0071,2025-10-03,2,3596.44,Delivered
ORD00008144,CUST016172,PROD0017,2024-01-09,2,59226.36,Delivered
ORD00022912,CUST013921,PROD0035,2024-09-14,2,34805.58,Delivered
ORD00070683,CUST015855,PROD0006,2025-08-06,1,33376.62,Cancelled
ORD00050781,CUST002243,PROD0053,2024-01-01,2,9772.82,Returned
ORD00061122,CUST009022,PROD0018,2024-02-24,4,88844.28,Cancelled
ORD00093490,CUST008361,PROD0088,2025-04-06,2,654.86,Delivered
ORD00093804,CUST004728,PROD0050,2024-10-14,1,3988.85,Delivered
ORD00076740,CUST003500,PROD0036,2025-07-09,1,,Delivered
ORD00092558,CUST010046,PROD0036,2024-11-07,2,15124.76,Cancelled
ORD00085255,CUST007557,PROD0087,2025-11-24,3,13655.46,Delivered
ORD00099171,CUST013026,PROD0074,2022-07-26,1,838.22,Cancelled
ORD00063840,CUST001564,PROD0021,2023-04-16,1,12283.8,Delivered
ORD00039380,CUST012351,PROD0093,2024-05-19,2,2326.38,Delivered
ORD00008392,CUST003585,PROD0034,2025-10-12,2,37537.8,Returned
ORD00020096,CUST014546,PROD0064,2025-07-15,3,17064.93,Cancelled
ORD00023384,CUST012388,PROD0025,2025-04-26,2,35631.1,Cancelled
ORD00091041,CUST007116,PROD0091,2025-09-09,1,197.92,Delivered
ORD00067700,CUST009719,PROD0092,2023-06-22,2,7148.66,Pending
ORD00022486,CUST011701,PROD0081,2025-06-25,1,989.41,Shipped
ORD00038321,CUST009584,PROD0075,2025-08-29,5,5639.75,Delivered
ORD00021844,CUST011422,PROD0097,2022-11-11,1,134.3,Pending
ORD00074911,CUST012235,PROD0080,2025-07-05,1,555.8,Delivered
ORD00066650,CUST009059,PROD0027,2025-02-07,2,16149.92,Pending
ORD00071513,CUST007324,PROD0035,2024-10-20,1,17402.79,Delivered
ORD00038989,CUST012202,PROD0022,2024-12-05,2,18081.64,Shipped
ORD00056746,CUST000018,PROD0002,2025-10-13,1,46811.42,Delivered
ORD00038566,CUST006415,PROD0029,2023-04-17,2,25532.94,Delivered
ORD00028645,CUST000509,PROD0067,2025-12-24,6,13302.36,Delivered
ORD00003378,CUST001153,PROD0066,2025-02-09,6,14062.08,Delivered
ORD00000919,CUST003042,PROD0039,2023-07-02,2,8936.92,Delivered
ORD00001675,CUST010315,PROD0071,2025-12-03,2,3596.44,Pending
ORD00007155,CUST014147,PROD0067,2023-05-10,3,6651.18,Cancelled
ORD00071905,CUST017454,PROD0097,2025-10-19,1,134.3,Pending
ORD00027710,CUST016299,PROD0070,2024-09-15,3,28636.14,Delivered
ORD00043802,CUST001758,PROD0054,2022-04-01,1,170.37,Delivered
ORD00046583,CUST000976,PROD0030,2023-07-05,1,19536.17,Delivered
ORD00036898,,PROD0048,2024-07-10,1,2437.14,Delivered
ORD00063006,CUST017634,PROD0052,2023-11-18,5,21841.55,Delivered
ORD00009732,CUST015363,PROD0041,2025-01-14,1,2279.16,Pending
ORD00088858,CUST019958,PROD0074,2023-03-11,2,1676.44,Delivered
ORD00057694,CUST012330,PROD0034,2025-11-04,1,18768.9,Cancelled
ORD00053842,CUST008170,PROD0079,2022-09-02,2,2530.2,Delivered
ORD00010483,CUST014546,PROD0018,2025-02-18,1,22211.07,Delivered
ORD00035085,CUST011784,PROD0009,2025-11-15,2,7099.62,Delivered
ORD00050030,CUST017100,PROD0025,2025-07-05,2,35631.1,Delivered
ORD00027976,CUST009963,PROD0005,2023-11-02,2,61581.14,Delivered
ORD00049585,CUST009027,PROD0057,2025-11-19,1,1501.17,Returned
ORD00074665,CUST013085,PROD0013,2023-07-14,1,20204.74,Pending
ORD00031732,CUST011616,PROD0047,2025-07-25,1,2768.8,Shipped
ORD00044143,CUST011947,PROD0023,2024-06-05,1,2058.44,Delivered
ORD00059249,CUST005781,PROD0053,2024-05-31,3,14659.23,Cancelled
ORD00055605,CUST018079,PROD0080,2025-03-05,3,1667.4,Delivered
ORD00054400,CUST019079,PROD0033,2024-08-08,2,38529.98,Delivered
ORD00056765,CUST010485,PROD0089,2021-10-04,4,13992.88,Delivered
ORD00004673,CUST005019,PROD0024,2023-03-17,5,44226.95,Delivered
ORD00083716,CUST003558,PROD0094,2025-10-09,1,527.55,Delivered
ORD00096051,CUST013348,PROD0061,2025-07-16,2,4733.18,Shipped
ORD00037964,CUST001206,PROD0100,2025-03-06,3,1159.23,Delivered
ORD00024356,CUST005047,PROD0031,2025-11-25,1,19668.5,Delivered
ORD00075628,CUST012821,PROD0037,2024-10-20,1,17899.56,Delivered
ORD00092900,CUST016192,PROD0044,2022-02-12,1,3318.38,Delivered
ORD00095625,CUST016094,PROD0087,2022-06-24,3,13655.46,Shipped
ORD00029910,CUST004966,PROD0059,2024-04-30,1,1921.07,Delivered
ORD00038963,CUST013084,PROD0002,2025-03-18,1,46811.42,Returned
ORD00084765,CUST017682,PROD0011,2025-07-10,2,17195.52,Delivered
ORD00032056,CUST005260,PROD0035,2023-12-21,1,17402.79,Delivered
ORD00085148,CUST000527,PROD0079,2024-12-27,8,10120.8,Shipped
ORD00006784,CUST018863,PROD0032,2025-04-02,2,18823.32,Delivered
ORD00015963,CUST001634,PROD0070,2025-11-15,1,9545.38,Delivered
ORD00092287,CUST018421,PROD0023,2024-05-19,1,2058.44,Delivered
ORD00065532,CUST014582,PROD0057,2025-09-22,1,1501.17,Delivered
ORD00096545,CUST003075,PROD0074,2021-07-09,6,5029.32,Delivered
ORD00002685,CUST013564,PROD0037,2024-11-18,2,35799.12,Pending
ORD00046888,CUST010575,PROD0099,2025-10-29,2,612.78,Delivered
ORD00052491,CUST009871,PROD0047,2023-04-22,1,2768.8,Delivered
ORD00086798,CUST019429,PROD0056,2024-11-28,2,6745.54,Pending
ORD00052748,CUST008442,PROD0079,2024-11-25,4,5060.4,Delivered
ORD00038653,CUST011357,PROD0037,2025-04-15,2,35799.12,Cancelled
ORD00080283,CUST009107,PROD0018,2025-10-03,2,44422.14,Delivered
ORD00074632,CUST007529,PROD0097,2025-08-18,4,537.2,Shipped
ORD00036007,CUST001457,PROD0059,2023-03-21,8,15368.56,Delivered
ORD00030347,CUST009856,PROD0064,2021-07-13,1,5688.31,Cancelled
ORD00074578,CUST008308,PROD0006,2025-11-06,6,200259.72,Shipped
ORD00069696,CUST010278,PROD0005,2024-08-05,2,61581.14,Delivered
ORD00089973,CUST012564,PROD0051,2023-02-16,1,6691.49,Delivered
ORD00054857,CUST010158,PROD0070,2023-02-19,1,9545.38,Delivered
ORD00012036,CUST012617,PROD0075,2025-09-05,2,2255.9,Delivered
ORD00084387,CUST004755,PROD0037,2025-12-17,3,53698.68,Cancelled
ORD00027887,CUST009838,PROD0004,2025-01-06,4,144255.96,Pending
ORD00097209,CUST002860,PROD0062,2024-11-25,5,2424.75,Delivered
ORD00093551,CUST015417,PROD0072,2024-04-28,1,6019.85,Shipped
ORD00022955,CUST012461,PROD0046,2024-06-11,2,9766.36,Shipped
ORD00053173,CUST015108,PROD0041,2024-04-07,2,4558.32,Delivered
ORD00068170,CUST011507,PROD0013,2021-10-25,1,20204.74,Cancelled
ORD00058732,CUST012451,PROD0030,2023-04-20,1,19536.17, Pending
ORD00075129,CUST012148,PROD0018,2024-10-03,1,22211.07,Shipped
ORD00022585,CUST006887,PROD0093,2023-12-03,2,2326.38,Delivered
ORD00083294,CUST005181,PROD0009,2024-07-04,1,3549.81,Cancelled
ORD00006065,CUST018543,PROD0074,2022-11-07,3,2514.66,Delivered
ORD00071496,CUST015785,PROD0035,2024-06-18,1,17402.79,Delivered
ORD00091143,CUST007689,PROD0043,2025-12-25,5,1354.9,Delivered
ORD00022435,CUST006240,PROD0088,2023-05-13,6,1964.58,Shipped
ORD00016299,CUST008068,PROD0056,2024-11-24,3,10118.31,Delivered
ORD00083865,CUST016907,PROD0057,2022-07-19,1,1501.17,Delivered
ORD00019936,CUST012276,PROD0078,2024-07-23,1,84.71,Delivered
ORD00008803,CUST019548,PROD0053,2025-05-21,2,9772.82,Shipped
ORD00042214,CUST018950,PROD0060,2025-04-10,1,566.88,Pending
ORD00085653,CUST007316,PROD0027,2024-12-01,2,16149.92,Delivered
ORD00093577,CUST013051,PROD0100,2025-07-07,3,1159.23, Pending
ORD00012411,CUST016693,PROD0014,2025-12-05,1,32702.37,Delivered
ORD00046863,CUST009719,PROD0084,2025-11-30,1,1180.73,Pending
ORD00031062,CUST013219,PROD0058,2025-01-14,4,8193.32,Delivered
ORD00094085,CUST006614,PROD0001,2025-01-09,5,142954.9,Shipped
ORD00040586,CUST001500,PROD0092,2024-04-22,2,7148.66,Delivered
ORD00043344,CUST010679,PROD0069,2025-06-10,5,34877.65,Delivered
ORD00038378,CUST009725,PROD0014,2025-10-10,2,65404.74,Delivered
ORD00015657,CUST012229,PROD0023,2025-10-05,3,6175.32,Delivered
ORD00034229,CUST017327,PROD0015,2025-07-03,4,119502.04,Delivered
ORD00065301,CUST009634,PROD0043,2024-10-29,2,541.96,Returned
ORD00096204,CUST018818,PROD0025,2024-08-31,3,53446.65,Delivered
ORD00031512,CUST014996,PROD0040,2025-11-05,3,5253.96,Pending
ORD00001107,CUST005893,PROD0023,2024-06-29,1,2058.44,Cancelled
ORD00006290,CUST005121,PROD0074,2025-09-01,1,838.22,Delivered
ORD00091251,CUST001736,PROD0088,2024-09-17,3,982.29,Delivered
ORD00097759,CUST004165,PROD0059,2022-08-31,2,3842.14,Delivered
ORD00072633,CUST003142,PROD0057,2022-08-20,1,1501.17,Delivered
ORD00073510,CUST007507,PROD0004,2024-04-24,4,144255.96,Delivered
ORD00070715,CUST018527,PROD0036,2025-02-24,3,22687.14,Delivered
ORD00042072,CUST010908,PROD0047,2024-02-03,2,5537.6,Pending
ORD00013153,CUST003123,PROD0064,2023-12-17,2,11376.62,Delivered
ORD00011508,CUST004965,PROD0091,2025-01-02,2,395.84,Shipped
ORD00093690,CUST012363,PROD0049,2024-04-29,2,14252.2,Delivered
ORD00008751,CUST016979,PROD0055,2022-06-01,1,710.95,Pending
ORD00063047,CUST014224,PROD0017,2025-12-04,2,59226.36,Delivered
ORD00019598,CUST011543,PROD0001,2025-08-19,8,228727.84,Delivered
ORD00041951,CUST014611,PROD0094,2023-07-03,6,3165.3,Delivered
ORD00043288,CUST010587,PROD0031,2025-10-25,2,39337.0,Delivered
ORD00033351,CUST000370,PROD0067,2025-11-10,1,2217.06,Delivered
ORD00085782,CUST009675,PROD0051,2024-03-26,1,6691.49,Cancelled
ORD00060316,CUST007631,PROD0029,2024-03-17,1,12766.47,Delivered
ORD00019510,CUST018926,PROD0047,2025-03-09,10,27688.0,Delivered
ORD00024097,CUST007519,PROD0009,2024-07-28,1,3549.81,Delivered
ORD00072989,CUST013950,PROD0032,2025-08-02,1,9411.66,Delivered
ORD00061263,CUST013322,PROD0023,2025-12-29,2,4116.88,Delivered
ORD00013547,CUST015301,PROD0018,2025-10-20,1,22211.07,Delivered
ORD00050178,CUST003965,PROD0064,2023-03-12,3,17064.93,Delivered
ORD00012179,CUST014754,PROD0036,2022-05-30,1,7562.38,Delivered
ORD00036968,CUST009957,PROD0092,2025-01-02,3,10722.99,Shipped
ORD00036980,CUST000839,PROD0062,2025-09-23,2,969.9,Shipped
ORD00061378,CUST000605,PROD0051,2023-07-27,1,6691.49,Delivered
ORD00074001,CUST016123,PROD0081,2025-06-30,3,2968.23,Delivered
ORD00019597,CUST003987,PROD0025,2024-05-02,5,89077.75,Delivered
ORD00073286,CUST010372,PROD0067,2025-10-30,1,2217.06,Shipped
ORD00087885,CUST013478,PROD0091,2024-12-24,2,395.84,Pending
ORD00031640,CUST003323,PROD0011,2024-07-01,1,8597.76,Delivered
ORD00048690,CUST006097,PROD0023,2024-01-31,1,2058.44,Returned
ORD00002394,CUST016830,PROD0091,2023-11-14,1,197.92,Delivered
ORD00099741,CUST008891,PROD0020,2024-08-15,4,190370.32,Returned
ORD00051153,CUST002831,PROD0028,2025-04-07,4,64402.36,Delivered
ORD00015857,CUST010403,PROD0067,2025-07-16,2,4434.12,Delivered
ORD00097005,CUST010926,PROD0021,2025-10-09,2,24567.6,Cancelled
ORD00054847,CUST017003,PROD0065,2025-08-06,1,5435.24,Delivered
ORD00075449,CUST009208,PROD0078,2025-12-31,1,84.71,Returned
ORD00026195,CUST006601,PROD0080,2025-02-08,4,2223.2,Delivered
ORD00086137,CUST006888,PROD0041,2025-04-26,5,11395.8,Delivered
ORD00064440,CUST002388,PROD0032,2025-04-05,3,28234.98,Cancelled
ORD00072965,CUST014819,PROD0089,2023-07-18,3,10494.66,Cancelled
ORD00059342,CUST011434,PROD0032,2024-06-19,1,9411.66,Shipped
ORD00045930,CUST016792,PROD0068,2025-10-04,1,6416.74,Cancelled
ORD00047165,CUST004306,PROD0019,2025-05-04,1,21463.84,Pending
ORD00092221,CUST005998,PROD0018,2025-05-21,2,44422.14,Cancelled
ORD00063905,CUST007507,PROD0006,2025-04-10,1,33376.62,Cancelled
ORD00007645,CUST019932,PROD0056,2021-10-29,1,3372.77,Shipped
ORD00023518,CUST004136,PROD0041,2022-10-13,3,6837.48,Delivered
ORD00047055,CUST002984,PROD0028,2025-07-08,4,64402.36,Returned
ORD00006465,CUST012437,PROD0021,2023-12-28,1,12283.8,Delivered
ORD00046784,CUST002332,PROD0034,2024-06-12,6,112613.4,Delivered
ORD00066164,CUST008735,PROD0052,2025-04-19,2,8736.62,Shipped
ORD00043161,CUST005604,PROD0056,2025-03-03,1,3372.77,Delivered
ORD00005814,CUST013401,PROD0087,2024-12-06,3,13655.46,Delivered
ORD00099203,CUST009305,PROD0076,2023-08-07,2,2516.44,Shipped
ORD00069947,CUST010852,PROD0016,2024-11-10,1,8756.5,Delivered
ORD00076098,CUST004164,PROD0074,2025-05-21,1,838.22,Delivered
ORD00053899,CUST000788,PROD0082,2023-08-28,1,1697.27,Delivered
ORD00068889,CUST016607,PROD0091,2024-05-11,1,197.92,Delivered
ORD00056906,CUST008435,PROD0016,2025-03-02,2,17513.0,Delivered
ORD00054324,CUST010353,PROD0089,2025-11-15,1,3498.22,Delivered
ORD00012993,CUST011994,PROD0082,2024-02-07,2,3394.54,Returned
ORD00089013,CUST017177,PROD0039,2023-08-17,2,8936.92,Returned
ORD00001348,CUST017947,PROD0001,2024-11-18,3,85772.94,Delivered
ORD00009402,CUST016010,PROD0014,2025-05-02,4,130809.48,Delivered
ORD00000532,CUST016289,PROD0010,2025-09-26,4,11283.04,Delivered
ORD00010493,CUST011243,PROD0026,2024-12-21,4,43345.64,Returned
ORD00057782,CUST007159,PROD0063,2024-03-03,6,11742.36,Shipped
ORD00051222,CUST016343,PROD0044,2025-08-10,1,3318.38,Delivered
ORD00011589,CUST015717,PROD0003,2025-12-05,2,90861.38,Delivered
ORD00005574,CUST002514,PROD0055,2025-02-13,4,2843.8,Delivered
ORD00042320,CUST001843,PROD0024,2025-10-14,3,26536.17,Pending
ORD00092000,CUST000965,PROD0098,2024-03-15,2,5022.16,Delivered
ORD00044532,CUST017389,PROD0018,2024-06-28,4,88844.28,Delivered
ORD00056903,CUST002666,PROD0090,2025-09-05,8,39236.64,Delivered
ORD00037835,CUST019568,PROD0020,2022-02-13,2,95185.16,Shipped
ORD00049287,CUST012474,PROD0005,2024-04-24,1,,Pending
ORD00077528,CUST011931,PROD0053,2025-12-15,2,9772.82,Delivered
ORD00055980,CUST001813,PROD0070,2023-12-25,2,19090.76,Delivered
ORD00065769,CUST000678,PROD0009,2025-07-15,3,10649.43,Shipped
ORD00046736,CUST014303,PROD0067,0000-00-00,1,2217.06,Shipped
ORD00099777,CUST019369,PROD0020,2025-09-13,1,47592.58,Cancelled
ORD00022141,CUST011553,PROD0017,2025-12-10,4,118452.72,Shipped
ORD00078086,,PROD0018,2025-03-16,3,66633.21,Returned
ORD00096135,CUST003524,PROD0002,2025-09-26,1,46811.42,Pending
ORD00046556,CUST001628,PROD0010,2025-05-27,2,5641.52,Returned
ORD00045363,CUST017110,PROD0062,2025-12-07,1,484.95,Pending
ORD00064411,CUST011906,PROD0008,2025-07-06,1,28005.22,Delivered
ORD00068072,,PROD0011,2025-12-09,1,8597.76,Delivered
ORD00035753,CUST005817,PROD0079,2022-12-03,3,3795.3,Shipped
ORD00094249,CUST001335,PROD0095,2024-02-23,5,8948.7,Delivered
