,order_id,customer_id,product_id,order_date,quantity,amount,order_status,quantity_numeric,customer_match_status,product_status_match,test_date_clean,test_date_status,clean_amount,row_id,amount_status,reject_reason
24200,ORD00008778,CUST008878,PROD0012,2025-12-12,-5,47366.35,Pending,-5.0,Matched,matched,2025-12-12,valid,47366.35,24200,matched,INVALID_QUANTITY
24384,ORD00003871,CUST000592,PROD0034,2025-12-30,5,82583.16,delivered,5.0,Matched,matched,2025-12-30,valid,93844.5,24384,Mismatched,INVALID_AMOUNT
24390,ORD00018263,CUST019924,PROD0070,2025-03-10,4,31499.75,delivered,4.0,Matched,matched,2025-03-10,valid,38181.52,24390,Mismatched,INVALID_AMOUNT
24584,ORD00020375,CUST015604,PROD0082,2023-06-08,-5,3394.54,Returned,-5.0,Matched,matched,2023-06-08,valid,3394.54,24584,matched,INVALID_QUANTITY
24671,ORD00060008,CUST014790,PROD0012,2025-07-10,abc,236831.75,Shipped,,Matched,matched,2025-07-10,valid,236831.75,24671,matched,INVALID_QUANTITY
24714,ORD00027219,CUST009140,PROD0050,2024-12-15,-5,3988.85,Delivered,-5.0,Matched,matched,2024-12-15,valid,3988.85,24714,matched,INVALID_QUANTITY
24834,ORD00049569,CUST010990,PROD0060,2024-05-12,0,566.88,Delivered,0.0,Matched,matched,2024-05-12,valid,566.88,24834,matched,INVALID_QUANTITY
24869,ORD00049310,CUST002205,PROD0055,2024-10-30,-2,4265.7,Delivered,-2.0,Matched,matched,2024-10-30,valid,4265.7,24869,matched,INVALID_QUANTITY
25150,ORD00040127,CUST003503,PROD0065,2024-11-06,,5435.24,Pending,,Matched,matched,2024-11-06,valid,5435.24,25150,matched,INVALID_QUANTITY
25348,ORD00044826,CUST006883,PROD0086,2024-04-03,-2,175.09,Delivered,-2.0,Matched,matched,2024-04-03,valid,175.09,25348,matched,INVALID_QUANTITY
25371,ORD00055899,CUST015637,PROD0060,2024-03-05,-2,2267.52,Delivered,-2.0,Matched,matched,2024-03-05,valid,2267.52,25371,matched,INVALID_QUANTITY
25482,ORD00023806,CUST000634,PROD0093,2025-08-16,-1,1163.19,Pending,-1.0,Matched,matched,2025-08-16,valid,1163.19,25482,matched,INVALID_QUANTITY
25604,ORD00035307,CUST003126,PROD0002,2023-07-19,-1,93622.84,Pending,-1.0,Matched,matched,2023-07-19,valid,93622.84,25604,matched,INVALID_QUANTITY
25607,ORD00099239,CUST004897,PROD0049,2024-07-29,-5,71261.0,Shipped,-5.0,Matched,matched,2024-07-29,valid,71261.0,25607,matched,INVALID_QUANTITY
26016,ORD00009529,CUST004993,PROD0004,2023-03-08,-2,36063.99,Delivered,-2.0,Matched,matched,2023-03-08,valid,36063.99,26016,matched,INVALID_QUANTITY
26234,ORD00069259,CUST005561,PROD0028,2022-08-07,-2,16100.59,Cancelled,-2.0,Matched,matched,2022-08-07,valid,16100.59,26234,matched,INVALID_QUANTITY
26340,ORD00076301,CUST005064,PROD0095,2024-03-05,2,1968.71,delivered,2.0,Matched,matched,2024-03-05,valid,3579.48,26340,Mismatched,INVALID_AMOUNT
26424,ORD00039476,CUST010936,PROD0069,2024-11-24,0,20926.59,Delivered,0.0,Matched,matched,2024-11-24,valid,20926.59,26424,matched,INVALID_QUANTITY
26446,ORD00014980,CUST015874,PROD0090,2025-04-27,0,4904.58,Shipped,0.0,Matched,matched,2025-04-27,valid,4904.58,26446,matched,INVALID_QUANTITY
26652,ORD00013673,CUST016267,PROD0013,2022-11-02,-2,20204.74,Delivered,-2.0,Matched,matched,2022-11-02,valid,20204.74,26652,matched,INVALID_QUANTITY
26679,ORD00094181,CUST015210,PROD0098,2024-04-29,0,5022.16,Cancelled,0.0,Matched,matched,2024-04-29,valid,5022.16,26679,matched,INVALID_QUANTITY
27041,ORD00051669,CUST018025,PROD0015,2025-12-25,abc,29875.51,Delivered,,Matched,matched,2025-12-25,valid,29875.51,27041,matched,INVALID_QUANTITY
27122,ORD00005230,CUST001905,PROD0084,2024-07-03,abc,1180.73,Shipped,,Matched,matched,2024-07-03,valid,1180.73,27122,matched,INVALID_QUANTITY
27219,ORD00026087,CUST011082,PROD0059,2025-08-15,abc,3842.14,Pending,,Matched,matched,2025-08-15,valid,3842.14,27219,matched,INVALID_QUANTITY
27284,ORD00061090,CUST008230,PROD0041,2025-09-14,-5,9116.64,Delivered,-5.0,Matched,matched,2025-09-14,valid,9116.64,27284,matched,INVALID_QUANTITY
27286,ORD00077697,CUST016903,PROD0100,2022-07-24,-5,772.82,Cancelled,-5.0,Matched,matched,2022-07-24,valid,772.82,27286,matched,INVALID_QUANTITY
27369,ORD00084826,CUST013732,PROD0009,2023-06-19,-1,3549.81,Delivered,-1.0,Matched,matched,2023-06-19,valid,3549.81,27369,matched,INVALID_QUANTITY
27514,ORD00082342,CUST009191,PROD0096,2023-11-21,abc,9058.77,Shipped,,Matched,matched,2023-11-21,valid,9058.77,27514,matched,INVALID_QUANTITY
27701,ORD00083239,CUST011699,PROD0035,2024-09-24,0,34805.58,Delivered,0.0,Matched,matched,2024-09-24,valid,34805.58,27701,matched,INVALID_QUANTITY
27732,ORD00079351,CUST016869,PROD0093,2023-05-25,-2,2326.38,Delivered,-2.0,Matched,matched,2023-05-25,valid,2326.38,27732,matched,INVALID_QUANTITY
27741,ORD00078417,CUST012363,PROD0048,2025-02-12,abc,4874.28,Delivered,,Matched,matched,2025-02-12,valid,4874.28,27741,matched,INVALID_QUANTITY
27755,ORD00060027,CUST002427,PROD0005,2024-11-16,-2,30790.57,Delivered,-2.0,Matched,matched,2024-11-16,valid,30790.57,27755,matched,INVALID_QUANTITY
27785,ORD00029488,CUST015196,PROD0015,2023-07-22,abc,29875.51,Delivered,,Matched,matched,2023-07-22,valid,29875.51,27785,matched,INVALID_QUANTITY
27968,ORD00080061,CUST019982,PROD0098,2024-02-09,-1,5022.16,Cancelled,-1.0,Matched,matched,2024-02-09,valid,5022.16,27968,matched,INVALID_QUANTITY
28148,ORD00047204,CUST014717,PROD0037,2024-12-20,-1,35799.12,Delivered,-1.0,Matched,matched,2024-12-20,valid,35799.12,28148,matched,INVALID_QUANTITY
28277,ORD00059548,CUST010231,PROD0075,2023-10-22,,1127.95,Delivered,,Matched,matched,2023-10-22,valid,1127.95,28277,matched,INVALID_QUANTITY
28332,ORD00051303,CUST003968,PROD0076,2025-05-03,-5,6291.1,Delivered,-5.0,Matched,matched,2025-05-03,valid,6291.1,28332,matched,INVALID_QUANTITY
28352,ORD00065885,CUST000116,PROD0031,2025-09-05,2,21635.35,cancelled,2.0,Matched,matched,2025-09-05,valid,39337.0,28352,Mismatched,INVALID_AMOUNT
28506,ORD00016332,CUST007612,PROD0098,2024-01-26,-2,2511.08,Shipped,-2.0,Matched,matched,2024-01-26,valid,2511.08,28506,matched,INVALID_QUANTITY
28640,ORD00060278,CUST001640,PROD0001,2023-11-21,abc,57181.96,Delivered,,Matched,matched,2023-11-21,valid,57181.96,28640,matched,INVALID_QUANTITY
29641,ORD00018724,CUST019099,PROD0014,2025-06-20,0,65404.74,Cancelled,0.0,Matched,matched,2025-06-20,valid,65404.74,29641,matched,INVALID_QUANTITY
29761,ORD00080559,CUST018740,PROD0029,2024-11-10,-5,63832.35,Shipped,-5.0,Matched,matched,2024-11-10,valid,63832.35,29761,matched,INVALID_QUANTITY
30217,ORD00054322,CUST012696,PROD0021,2023-04-01,-2,24567.6,Delivered,-2.0,Matched,matched,2023-04-01,valid,24567.6,30217,matched,INVALID_QUANTITY
30226,ORD00092088,CUST013717,PROD0026,2025-06-07,,21672.82,Delivered,,Matched,matched,2025-06-07,valid,21672.82,30226,matched,INVALID_QUANTITY
30325,ORD00097024,CUST012573,PROD0017,2024-01-10,0,29613.18,Delivered,0.0,Matched,matched,2024-01-10,valid,29613.18,30325,matched,INVALID_QUANTITY
30351,ORD00046569,CUST009648,PROD0062,2024-09-11,-1,1939.8,Cancelled,-1.0,Matched,matched,2024-09-11,valid,1939.8,30351,matched,INVALID_QUANTITY
30359,ORD00083716,CUST003558,PROD0094,2025-10-09,2,580.3,delivered,2.0,Matched,matched,2025-10-09,valid,1055.1,30359,Mismatched,INVALID_AMOUNT
30450,ORD00008562,CUST000319,PROD0015,2025-06-20,6,164315.3,pending,6.0,Matched,matched,2025-06-20,valid,179253.06,30450,Mismatched,INVALID_AMOUNT
30584,ORD00064319,CUST000176,PROD0059,2024-01-31,-2,1921.07,Delivered,-2.0,Matched,matched,2024-01-31,valid,1921.07,30584,matched,INVALID_QUANTITY
30696,ORD00033128,CUST006705,PROD0087,2025-10-29,abc,4551.82,Delivered,,Matched,matched,2025-10-29,valid,4551.82,30696,matched,INVALID_QUANTITY
30832,ORD00016919,CUST007806,PROD0047,2022-05-27,2,3045.68,delivered,2.0,Matched,matched,2022-05-27,valid,5537.6,30832,Mismatched,INVALID_AMOUNT
30904,ORD00024392,CUST001937,PROD0020,2023-10-10,-5,95185.16,Delivered,-5.0,Matched,matched,2023-10-10,valid,95185.16,30904,matched,INVALID_QUANTITY
31089,ORD00075869,CUST006348,PROD0091,2022-12-28,abc,989.6,Delivered,,Matched,matched,2022-12-28,valid,989.6,31089,matched,INVALID_QUANTITY
31235,ORD00058693,CUST016666,PROD0021,2025-08-20,0,12283.8,Delivered,0.0,Matched,matched,2025-08-20,valid,12283.8,31235,matched,INVALID_QUANTITY
31291,ORD00002141,CUST009841,PROD0021,2024-10-03,2,13512.18,delivered,2.0,Matched,matched,2024-10-03,valid,24567.6,31291,Mismatched,INVALID_AMOUNT
31339,ORD00094393,CUST008607,PROD0004,2024-05-08,,36063.99,Delivered,,Matched,matched,2024-05-08,valid,36063.99,31339,matched,INVALID_QUANTITY
31564,ORD00056577,CUST013285,PROD0081,2024-09-24,-1,989.41,Delivered,-1.0,Matched,matched,2024-09-24,valid,989.41,31564,matched,INVALID_QUANTITY
31724,ORD00068461,CUST008980,PROD0024,2024-09-24,abc,35381.56,Delivered,,Matched,matched,2024-09-24,valid,35381.56,31724,matched,INVALID_QUANTITY
31868,ORD00076723,CUST004851,PROD0053,2025-09-07,2,5375.05,pending,2.0,Matched,matched,2025-09-07,valid,9772.82,31868,Mismatched,INVALID_AMOUNT
32229,ORD00038125,CUST004355,PROD0063,2023-02-12,0,3914.12,Pending,0.0,Matched,matched,2023-02-12,valid,3914.12,32229,matched,INVALID_QUANTITY
32250,ORD00002857,CUST005786,PROD0052,2025-11-03,0,4368.31,Delivered,0.0,Matched,matched,2025-11-03,valid,4368.31,32250,matched,INVALID_QUANTITY
32278,ORD00011441,CUST013623,PROD0064,2024-11-03,0,11376.62,Delivered,0.0,Matched,matched,2024-11-03,valid,11376.62,32278,matched,INVALID_QUANTITY
33017,ORD00087957,CUST013280,PROD0021,2025-11-03,,12283.8,Pending,,Matched,matched,2025-11-03,valid,12283.8,33017,matched,INVALID_QUANTITY
33438,ORD00016024,CUST007640,PROD0071,2024-09-20,-5,8991.1,Delivered,-5.0,Matched,matched,2024-09-20,valid,8991.1,33438,matched,INVALID_QUANTITY
33498,ORD00031468,CUST004858,PROD0042,2024-06-01,-1,4509.07,Delivered,-1.0,Matched,matched,2024-06-01,valid,4509.07,33498,matched,INVALID_QUANTITY
33676,ORD00044076,CUST005967,PROD0007,2023-10-10,-2,20506.18,Delivered,-2.0,Matched,matched,2023-10-10,valid,20506.18,33676,matched,INVALID_QUANTITY
33684,ORD00071031,CUST016329,PROD0015,2023-05-15,0,179253.06,Delivered,0.0,Matched,matched,2023-05-15,valid,179253.06,33684,matched,INVALID_QUANTITY
33881,ORD00021020,CUST005413,PROD0072,2023-06-24,-5,6019.85,Pending,-5.0,Matched,matched,2023-06-24,valid,6019.85,33881,matched,INVALID_QUANTITY
33929,ORD00043456,CUST001977,PROD0032,2025-10-02,9,82822.61,delivered,9.0,Matched,matched,2025-10-02,valid,84704.94,33929,Mismatched,INVALID_AMOUNT
34005,ORD00052892,CUST010583,PROD0071,2024-07-03,2,1978.04,delivered,2.0,Matched,matched,2024-07-03,valid,3596.44,34005,Mismatched,INVALID_AMOUNT
34272,ORD00059461,CUST008908,PROD0004,2025-09-30,,36063.99,Delivered,,Matched,matched,2025-09-30,valid,36063.99,34272,matched,INVALID_QUANTITY
34451,ORD00079216,CUST008608,PROD0034,2025-09-24,-1,18768.9,Pending,-1.0,Matched,matched,2025-09-24,valid,18768.9,34451,matched,INVALID_QUANTITY
34698,ORD00097110,CUST017771,PROD0069,2024-09-28,-5,6975.53,Returned,-5.0,Matched,matched,2024-09-28,valid,6975.53,34698,matched,INVALID_QUANTITY
35077,ORD00034961,CUST008006,PROD0052,2025-10-30,3,9610.28,shipped,3.0,Matched,matched,2025-10-30,valid,13104.93,35077,Mismatched,INVALID_AMOUNT
35208,ORD00011841,CUST005958,PROD0072,2021-04-16,-1,6019.85,Delivered,-1.0,Matched,matched,2021-04-16,valid,6019.85,35208,matched,INVALID_QUANTITY
35252,ORD00085075,CUST002630,PROD0037,2024-11-30,,17899.56,Delivered,,Matched,matched,2024-11-30,valid,17899.56,35252,matched,INVALID_QUANTITY
35341,ORD00016061,CUST019433,PROD0024,2025-09-24,0,17690.78,Delivered,0.0,Matched,matched,2025-09-24,valid,17690.78,35341,matched,INVALID_QUANTITY
35519,ORD00030768,CUST008666,PROD0061,2023-10-20,-1,4733.18,Delivered,-1.0,Matched,matched,2023-10-20,valid,4733.18,35519,matched,INVALID_QUANTITY
35653,ORD00002167,CUST011022,PROD0077,2024-05-24,,558.39,Delivered,,Matched,matched,2024-05-24,valid,558.39,35653,matched,INVALID_QUANTITY
35789,ORD00023331,CUST004079,PROD0014,2025-11-25,abc,32702.37,Delivered,,Matched,matched,2025-11-25,valid,32702.37,35789,matched,INVALID_QUANTITY
36053,ORD00000195,CUST012847,PROD0010,2022-09-22,abc,11283.04,Delivered,,Matched,matched,2022-09-22,valid,11283.04,36053,matched,INVALID_QUANTITY
36400,ORD00000313,CUST016711,PROD0082,2024-04-14,,1697.27,Shipped,,Matched,matched,2024-04-14,valid,1697.27,36400,matched,INVALID_QUANTITY
36727,ORD00085891,CUST008397,PROD0056,2025-04-22,abc,13491.08,Delivered,,Matched,matched,2025-04-22,valid,13491.08,36727,matched,INVALID_QUANTITY
36824,ORD00008425,CUST006103,PROD0086,2025-04-07,-2,350.18,Delivered,-2.0,Matched,matched,2025-04-07,valid,350.18,36824,matched,INVALID_QUANTITY
37003,ORD00097204,CUST011205,PROD0018,2025-06-26,-5,22211.07,Cancelled,-5.0,Matched,matched,2025-06-26,valid,22211.07,37003,matched,INVALID_QUANTITY
37051,ORD00053379,CUST013264,PROD0019,2023-05-07,-5,42927.68,Delivered,-5.0,Matched,matched,2023-05-07,valid,42927.68,37051,matched,INVALID_QUANTITY
37145,ORD00022760,CUST010535,PROD0005,2025-09-16,,30790.57,Delivered,,Matched,matched,2025-09-16,valid,30790.57,37145,matched,INVALID_QUANTITY
37186,ORD00011533,CUST019090,PROD0080,2025-11-08,6,3056.9,delivered,6.0,Matched,matched,2025-11-08,valid,3334.7999999999997,37186,Mismatched,INVALID_AMOUNT
37240,ORD00065639,CUST001240,PROD0031,2025-07-26,abc,19668.5,Shipped,,Matched,matched,2025-07-26,valid,19668.5,37240,matched,INVALID_QUANTITY
37244,ORD00065912,CUST008924,PROD0066,2025-10-27,-1,2343.68,Delivered,-1.0,Matched,matched,2025-10-27,valid,2343.68,37244,matched,INVALID_QUANTITY
37274,ORD00050597,CUST010272,PROD0051,2025-07-24,2,7360.64,delivered,2.0,Matched,matched,2025-07-24,valid,13382.98,37274,Mismatched,INVALID_AMOUNT
37506,ORD00013792,CUST010260,PROD0072,2024-12-11,,6019.85,Delivered,,Matched,matched,2024-12-11,valid,6019.85,37506,matched,INVALID_QUANTITY
38275,ORD00054093,CUST009002,PROD0074,2025-12-06,-2,838.22,Shipped,-2.0,Matched,matched,2025-12-06,valid,838.22,38275,matched,INVALID_QUANTITY
38309,ORD00073851,CUST008941,PROD0014,2025-06-04,0,65404.74,Delivered,0.0,Matched,matched,2025-06-04,valid,65404.74,38309,matched,INVALID_QUANTITY
38513,ORD00049257,CUST019876,PROD0089,2023-03-21,5,15392.17,delivered,5.0,Matched,matched,2023-03-21,valid,17491.1,38513,Mismatched,INVALID_AMOUNT
38702,ORD00014445,CUST017200,PROD0053,2025-08-09,-5,24432.05,Pending,-5.0,Matched,matched,2025-08-09,valid,24432.05,38702,matched,INVALID_QUANTITY
39138,ORD00017261,CUST013669,PROD0025,2024-08-26,abc,106893.3,Shipped,,Matched,matched,2024-08-26,valid,106893.3,39138,matched,INVALID_QUANTITY
39471,ORD00097516,CUST009748,PROD0009,2025-02-28,2,3904.79,delivered,2.0,Matched,matched,2025-02-28,valid,7099.62,39471,Mismatched,INVALID_AMOUNT
39827,ORD00001073,CUST008621,PROD0072,2021-08-19,-5,6019.85,Delivered,-5.0,Matched,matched,2021-08-19,valid,6019.85,39827,matched,INVALID_QUANTITY
39887,ORD00007644,CUST003629,PROD0034,2025-11-04,0,18768.9,Delivered,0.0,Matched,matched,2025-11-04,valid,18768.9,39887,matched,INVALID_QUANTITY
40205,ORD00004802,CUST018733,PROD0008,2025-10-13,-2,28005.22,Delivered,-2.0,Matched,matched,2025-10-13,valid,28005.22,40205,matched,INVALID_QUANTITY
40310,ORD00098896,CUST001410,PROD0045,2025-06-15,2,1356.33,delivered,2.0,Matched,matched,2025-06-15,valid,2466.06,40310,Mismatched,INVALID_AMOUNT
40869,ORD00024715,CUST015595,PROD0093,2025-10-22,-1,2326.38,Pending,-1.0,Matched,matched,2025-10-22,valid,2326.38,40869,matched,INVALID_QUANTITY
40937,ORD00098018,CUST001152,PROD0019,2025-09-25,-2,107319.2,Delivered,-2.0,Matched,matched,2025-09-25,valid,107319.2,40937,matched,INVALID_QUANTITY
41072,ORD00039623,CUST005686,PROD0027,2025-06-01,2,8882.46,delivered,2.0,Matched,matched,2025-06-01,valid,16149.92,41072,Mismatched,INVALID_AMOUNT
41272,ORD00074255,CUST014828,PROD0099,2023-05-27,,306.39,Pending,,Matched,matched,2023-05-27,valid,306.39,41272,matched,INVALID_QUANTITY
41300,ORD00075511,CUST005996,PROD0004,2025-11-24,,72127.98,Delivered,,Matched,matched,2025-11-24,valid,72127.98,41300,matched,INVALID_QUANTITY
41410,ORD00055549,CUST005553,PROD0018,2025-10-15,5,97728.71,delivered,5.0,Matched,matched,2025-10-15,valid,111055.35,41410,Mismatched,INVALID_AMOUNT
41730,ORD00086423,CUST011247,PROD0070,2025-08-21,0,9545.38,Cancelled,0.0,Matched,matched,2025-08-21,valid,9545.38,41730,matched,INVALID_QUANTITY
41764,ORD00089089,CUST015328,PROD0008,2024-10-07,,140026.1,Delivered,,Matched,matched,2024-10-07,valid,140026.1,41764,matched,INVALID_QUANTITY
42017,ORD00043700,CUST007603,PROD0015,2024-01-23,abc,89626.53,Delivered,,Matched,matched,2024-01-23,valid,89626.53,42017,matched,INVALID_QUANTITY
42116,ORD00099728,CUST006276,PROD0093,2025-07-08,2,1279.51,delivered,2.0,Matched,matched,2025-07-08,valid,2326.38,42116,Mismatched,INVALID_AMOUNT
42217,ORD00099706,CUST007092,PROD0072,2023-12-05,,6019.85,Delivered,,Matched,matched,2023-12-05,valid,6019.85,42217,matched,INVALID_QUANTITY
42459,ORD00061982,CUST008346,PROD0084,2024-12-25,3,2597.61,delivered,3.0,Matched,matched,2024-12-25,valid,3542.19,42459,Mismatched,INVALID_AMOUNT
42490,ORD00074954,CUST008633,PROD0070,2025-04-12,0,38181.52,Delivered,0.0,Matched,matched,2025-04-12,valid,38181.52,42490,matched,INVALID_QUANTITY
42580,ORD00025776,CUST007446,PROD0098,2024-08-15,6,13810.94,delivered,6.0,Matched,matched,2024-08-15,valid,15066.48,42580,Mismatched,INVALID_AMOUNT
42583,ORD00076446,CUST017056,PROD0050,2021-06-25,-2,3988.85,Shipped,-2.0,Matched,matched,2021-06-25,valid,3988.85,42583,matched,INVALID_QUANTITY
42620,ORD00015903,CUST001152,PROD0009,2025-07-18,2,3904.79,delivered,2.0,Matched,matched,2025-07-18,valid,7099.62,42620,Mismatched,INVALID_AMOUNT
42842,ORD00082571,CUST018597,PROD0022,2025-03-30,3,19889.8,shipped,3.0,Matched,matched,2025-03-30,valid,27122.46,42842,Mismatched,INVALID_AMOUNT
42957,ORD00057031,CUST006307,PROD0014,2024-04-02,2,35972.61,shipped,2.0,Matched,matched,2024-04-02,valid,65404.74,42957,Mismatched,INVALID_AMOUNT
43029,ORD00055846,CUST017604,PROD0094,2025-08-12,-1,527.55,Delivered,-1.0,Matched,matched,2025-08-12,valid,527.55,43029,matched,INVALID_QUANTITY
43400,ORD00030284,CUST015003,PROD0003,2024-08-23,0,45430.69,Delivered,0.0,Matched,matched,2024-08-23,valid,45430.69,43400,matched,INVALID_QUANTITY
43535,ORD00085939,CUST009990,PROD0088,2025-10-30,11,3601.73,delivered,11.0,Matched,matched,2025-10-30,valid,3601.73,43535,matched,INVALID_QUANTITY
43729,ORD00031776,CUST019422,PROD0014,2023-12-07,4,107917.82,cancelled,4.0,Matched,matched,2023-12-07,valid,130809.48,43729,Mismatched,INVALID_AMOUNT
43771,ORD00032792,CUST010105,PROD0100,2025-01-24,0,772.82,Cancelled,0.0,Matched,matched,2025-01-24,valid,772.82,43771,matched,INVALID_QUANTITY
43794,ORD00025243,CUST015437,PROD0013,2025-01-04,5,88900.86,delivered,5.0,Matched,matched,2025-01-04,valid,101023.70000000001,43794,Mismatched,INVALID_AMOUNT
43815,ORD00098969,CUST011085,PROD0017,2023-01-07,0,29613.18,Delivered,0.0,Matched,matched,2023-01-07,valid,29613.18,43815,matched,INVALID_QUANTITY
43957,ORD00002480,CUST004816,PROD0007,2025-08-27,,20506.18,Returned,,Matched,matched,2025-08-27,valid,20506.18,43957,matched,INVALID_QUANTITY
44211,ORD00056309,CUST013367,PROD0062,2024-07-26,-1,1939.8,Delivered,-1.0,Matched,matched,2024-07-26,valid,1939.8,44211,matched,INVALID_QUANTITY
44415,ORD00069205,CUST001548,PROD0053,2024-05-08,2,5375.05,delivered,2.0,Matched,matched,2024-05-08,valid,9772.82,44415,Mismatched,INVALID_AMOUNT
44521,ORD00069912,CUST009954,PROD0088,2025-10-09,,327.43,Delivered,,Matched,matched,2025-10-09,valid,327.43,44521,matched,INVALID_QUANTITY
44695,ORD00035832,CUST001769,PROD0032,2025-06-23,-2,56469.96,Pending,-2.0,Matched,matched,2025-06-23,valid,56469.96,44695,matched,INVALID_QUANTITY
44924,ORD00073379,CUST000925,PROD0068,2021-04-24,3,14116.83,pending,3.0,Matched,matched,2021-04-24,valid,19250.22,44924,Mismatched,INVALID_AMOUNT
44943,ORD00028820,CUST001624,PROD0038,2023-12-28,0,19843.32,Delivered,0.0,Matched,matched,2023-12-28,valid,19843.32,44943,matched,INVALID_QUANTITY
45141,ORD00097621,CUST002303,PROD0014,2022-12-26,,130809.48,Shipped,,Matched,matched,2022-12-26,valid,130809.48,45141,matched,INVALID_QUANTITY
45159,ORD00084922,CUST018410,PROD0084,2023-10-23,,1180.73,Returned,,Matched,matched,2023-10-23,valid,1180.73,45159,matched,INVALID_QUANTITY
45260,ORD00010778,CUST005023,PROD0068,2025-06-15,abc,6416.74,Delivered,,Matched,matched,2025-06-15,valid,6416.74,45260,matched,INVALID_QUANTITY
45314,ORD00087238,CUST016119,PROD0048,2024-05-16,abc,2437.14,Pending,,Matched,matched,2024-05-16,valid,2437.14,45314,matched,INVALID_QUANTITY
45499,ORD00053116,CUST002744,PROD0003,2024-02-04,3,99947.52,delivered,3.0,Matched,matched,2024-02-04,valid,136292.07,45499,Mismatched,INVALID_AMOUNT
45516,ORD00096476,CUST003833,PROD0013,2023-05-22,0,60614.22,Delivered,0.0,Matched,matched,2023-05-22,valid,60614.22,45516,matched,INVALID_QUANTITY
45860,ORD00034928,CUST012086,PROD0036,2024-12-29,-1,7562.38,Delivered,-1.0,Matched,matched,2024-12-29,valid,7562.38,45860,matched,INVALID_QUANTITY
46081,ORD00080874,CUST001675,PROD0028,2023-06-23,2,17710.65,delivered,2.0,Matched,matched,2023-06-23,valid,32201.18,46081,Mismatched,INVALID_AMOUNT
46118,ORD00060076,CUST002346,PROD0074,2025-11-09,abc,1676.44,Delivered,,Matched,matched,2025-11-09,valid,1676.44,46118,matched,INVALID_QUANTITY
46445,ORD00044258,CUST018367,PROD0041,2024-11-08,-2,9116.64,Cancelled,-2.0,Matched,matched,2024-11-08,valid,9116.64,46445,matched,INVALID_QUANTITY
46514,ORD00027580,CUST011397,PROD0032,2024-03-26,-2,18823.32,Delivered,-2.0,Matched,matched,2024-03-26,valid,18823.32,46514,matched,INVALID_QUANTITY
46841,ORD00045185,CUST002962,PROD0079,2024-06-02,-2,3795.3,Delivered,-2.0,Matched,matched,2024-06-02,valid,3795.3,46841,matched,INVALID_QUANTITY
46867,ORD00073549,CUST014954,PROD0047,2024-06-26,-1,2768.8,Delivered,-1.0,Matched,matched,2024-06-26,valid,2768.8,46867,matched,INVALID_QUANTITY
46875,ORD00068387,CUST005963,PROD0047,2025-07-24,,8306.4,Cancelled,,Matched,matched,2025-07-24,valid,8306.4,46875,matched,INVALID_QUANTITY
46985,ORD00098149,CUST013005,PROD0026,2022-12-16,abc,21672.82,Delivered,,Matched,matched,2022-12-16,valid,21672.82,46985,matched,INVALID_QUANTITY
47132,ORD00083032,CUST010080,PROD0028,2024-04-25,-1,32201.18,Cancelled,-1.0,Matched,matched,2024-04-25,valid,32201.18,47132,matched,INVALID_QUANTITY
47172,ORD00018909,CUST009410,PROD0074,2022-02-04,0,1676.44,Delivered,0.0,Matched,matched,2022-02-04,valid,1676.44,47172,matched,INVALID_QUANTITY
47718,ORD00066014,CUST008803,PROD0068,2024-12-02,0,32083.7,Pending,0.0,Matched,matched,2024-12-02,valid,32083.7,47718,matched,INVALID_QUANTITY
48060,ORD00005893,CUST013033,PROD0053,2025-01-07,-1,9772.82,Delivered,-1.0,Matched,matched,2025-01-07,valid,9772.82,48060,matched,INVALID_QUANTITY
48815,ORD00002730,CUST012579,PROD0015,2024-12-20,,59751.02,Delivered,,Matched,matched,2024-12-20,valid,59751.02,48815,matched,INVALID_QUANTITY
49093,ORD00078597,CUST019365,PROD0063,2025-10-17,-2,3914.12,Pending,-2.0,Matched,matched,2025-10-17,valid,3914.12,49093,matched,INVALID_QUANTITY
49267,ORD00027501,CUST018080,PROD0050,2024-08-30,-1,19944.25,Delivered,-1.0,Matched,matched,2024-08-30,valid,19944.25,49267,matched,INVALID_QUANTITY
49529,ORD00060701,CUST013801,PROD0023,2025-06-26,5,9057.14,pending,5.0,Matched,matched,2025-06-26,valid,10292.2,49529,Mismatched,INVALID_AMOUNT
49639,ORD00026941,CUST011544,PROD0056,2025-09-27,0,13491.08,Delivered,0.0,Matched,matched,2025-09-27,valid,13491.08,49639,matched,INVALID_QUANTITY
49641,ORD00006154,CUST010572,PROD0069,2024-06-28,abc,6975.53,Delivered,,Matched,matched,2024-06-28,valid,6975.53,49641,matched,INVALID_QUANTITY
49666,ORD00070469,CUST009945,PROD0067,2025-01-17,,13302.36,Delivered,,Matched,matched,2025-01-17,valid,13302.36,49666,matched,INVALID_QUANTITY
49745,ORD00091245,CUST019533,PROD0053,2024-09-08,-1,4886.41,Delivered,-1.0,Matched,matched,2024-09-08,valid,4886.41,49745,matched,INVALID_QUANTITY
49818,ORD00003745,CUST019520,PROD0088,2025-11-01,-5,982.29,Delivered,-5.0,Matched,matched,2025-11-01,valid,982.29,49818,matched,INVALID_QUANTITY
49927,ORD00009399,CUST014168,PROD0048,2022-01-31,-2,4874.28,Delivered,-2.0,Matched,matched,2022-01-31,valid,4874.28,49927,matched,INVALID_QUANTITY
