order_id,customer_id,product_id,order_date,quantity,source_amount,order_status,customer_match_status,product_status_match,test_date_status,amount,amount_status
ORD00040943,CUST001674,PROD0019,2025-07-19,1,21463.84,delivered,Matched,matched,valid,21463.84,matched
ORD00065001,CUST016536,PROD0036,2024-10-04,3,22687.14,delivered,Matched,matched,valid,22687.14,matched
ORD00024229,CUST006384,PROD0058,2023-03-12,1,2048.33,delivered,Matched,matched,valid,2048.33,matched
ORD00028987,CUST007175,PROD0057,2023-05-12,5,7505.85,delivered,Matched,matched,valid,7505.85,matched
ORD00090598,CUST013465,PROD0020,2022-12-18,3,142777.74,delivered,Matched,matched,valid,142777.74,matched
ORD00032333,CUST011533,PROD0073,2024-10-10,1,4493.68,delivered,Matched,matched,valid,4493.68,matched
ORD00058036,CUST009203,PROD0076,2025-07-22,2,2516.44,delivered,Matched,matched,valid,2516.44,matched
ORD00042108,CUST011011,PROD0068,2023-12-10,1,6416.74,delivered,Matched,matched,valid,6416.74,matched
ORD00030415,CUST017647,PROD0086,2024-08-06,5,875.45,delivered,Matched,matched,valid,875.45,matched
ORD00054156,CUST019877,PROD0002,2022-03-18,3,140434.26,shipped,Matched,matched,valid,140434.26,matched
ORD00022670,CUST013343,PROD0022,2025-04-29,1,9040.82,delivered,Matched,matched,valid,9040.82,matched
ORD00049239,CUST000524,PROD0086,2023-10-19,1,175.09,delivered,Matched,matched,valid,175.09,matched
ORD00025046,CUST004737,PROD0078,2023-04-13,1,84.71,delivered,Matched,matched,valid,84.71,matched
ORD00030232,CUST006236,PROD0024,2025-11-23,3,26536.17,delivered,Matched,matched,valid,26536.17,matched
ORD00084627,CUST012349,PROD0023,2025-11-14,2,4116.88,pending,Matched,matched,valid,4116.88,matched
ORD00036866,CUST018701,PROD0028,2024-12-31,1,,delivered,Matched,matched,valid,16100.59,Reconstructed
ORD00010557,CUST018738,PROD0008,2025-07-17,1,28005.22,delivered,Matched,matched,valid,28005.22,matched
ORD00071385,CUST005685,PROD0091,2025-06-24,3,593.76,delivered,Matched,matched,valid,593.76,matched
ORD00007549,CUST018536,PROD0059,2025-01-18,4,7684.28,cancelled,Matched,matched,valid,7684.28,matched
ORD00008092,CUST014165,PROD0002,2025-08-31,8,374491.36,shipped,Matched,matched,valid,374491.36,matched
ORD00042936,CUST006028,PROD0079,2025-04-10,1,1265.1,shipped,Matched,matched,valid,1265.1,matched
ORD00079444,CUST012165,PROD0026,2024-04-23,1,10836.41,delivered,Matched,matched,valid,10836.41,matched
ORD00049315,CUST015131,PROD0028,2022-09-20,2,32201.18,delivered,Matched,matched,valid,32201.18,matched
ORD00019479,CUST001109,PROD0040,2024-09-15,3,5253.96,delivered,Matched,matched,valid,5253.96,matched
ORD00096519,CUST019102,PROD0033,2025-07-16,3,57794.97,delivered,Matched,matched,valid,57794.97,matched
ORD00040283,CUST005483,PROD0028,2025-06-25,4,64402.36,cancelled,Matched,matched,valid,64402.36,matched
ORD00072493,CUST002131,PROD0060,2025-09-12,1,566.88,cancelled,Matched,matched,valid,566.88,matched
ORD00051024,CUST002843,PROD0060,2024-07-26,5,2834.4,delivered,Matched,matched,valid,2834.4,matched
ORD00077714,CUST014840,PROD0029,2024-01-28,1,12766.47,delivered,Matched,matched,valid,12766.47,matched
ORD00023429,CUST012722,PROD0003,2025-06-13,3,136292.07,delivered,Matched,matched,valid,136292.07,matched
ORD00030873,CUST010129,PROD0091,2025-05-23,3,593.76,pending,Matched,matched,valid,593.76,matched
ORD00012297,CUST003141,PROD0066,2025-04-28,8,18749.44,shipped,Matched,matched,valid,18749.44,matched
ORD00056320,CUST004432,PROD0020,2022-04-03,2,95185.16,pending,Matched,matched,valid,95185.16,matched
ORD00025498,CUST006283,PROD0010,2023-10-21,1,2820.76,delivered,Matched,matched,valid,2820.76,matched
ORD00075164,CUST005423,PROD0078,2024-03-26,4,338.84,delivered,Matched,matched,valid,338.84,matched
ORD00029682,CUST017700,PROD0009,2025-01-29,4,14199.24,delivered,Matched,matched,valid,14199.24,matched
ORD00054140,CUST013497,PROD0051,2024-09-04,6,40148.94,cancelled,Matched,matched,valid,40148.94,matched
ORD00045221,CUST003814,PROD0059,2025-04-03,2,3842.14,shipped,Matched,matched,valid,3842.14,matched
ORD00094511,CUST018089,PROD0090,2025-03-18,4,19618.32,delivered,Matched,matched,valid,19618.32,matched
ORD00052680,CUST017979,PROD0091,2025-07-21,3,593.76,delivered,Matched,matched,valid,593.76,matched
ORD00019672,CUST014300,PROD0037,2025-12-17,1,17899.56,cancelled,Matched,matched,valid,17899.56,matched
ORD00047800,CUST003073,PROD0022,2022-03-12,1,9040.82,shipped,Matched,matched,valid,9040.82,matched
ORD00043349,CUST016461,PROD0047,2025-08-01,2,5537.6,delivered,Matched,matched,valid,5537.6,matched
ORD00066131,CUST014968,PROD0063,2022-08-23,1,1957.06,delivered,Matched,matched,valid,1957.06,matched
ORD00053406,CUST009468,PROD0033,2025-06-27,1,19264.99,shipped,Matched,matched,valid,19264.99,matched
ORD00072494,CUST016257,PROD0087,2023-08-01,4,18207.28,pending,Matched,matched,valid,18207.28,matched
ORD00042444,CUST008840,PROD0060,2025-07-20,2,1133.76,delivered,Matched,matched,valid,1133.76,matched
ORD00061010,CUST003705,PROD0047,2025-03-22,2,5537.6,delivered,Matched,matched,valid,5537.6,matched
ORD00096457,CUST019514,PROD0082,2025-11-23,1,1697.27,delivered,Matched,matched,valid,1697.27,matched
ORD00078838,CUST001500,PROD0055,2025-12-16,1,710.95,delivered,Matched,matched,valid,710.95,matched
ORD00098720,CUST019691,PROD0048,2025-03-04,2,4874.28,delivered,Matched,matched,valid,4874.28,matched
ORD00016136,CUST015947,PROD0007,2025-12-09,1,20506.18,delivered,Matched,matched,valid,20506.18,matched
ORD00039525,CUST009810,PROD0075,2024-01-24,5,5639.75,delivered,Matched,matched,valid,5639.75,matched
ORD00019662,CUST003478,PROD0094,2025-06-22,1,527.55,returned,Matched,matched,valid,527.55,matched
ORD00017644,CUST011731,PROD0001,2025-02-28,4,114363.92,delivered,Matched,matched,valid,114363.92,matched
ORD00003750,CUST017072,PROD0008,2024-04-21,1,28005.22,shipped,Matched,matched,valid,28005.22,matched
ORD00001399,CUST019591,PROD0048,2025-07-20,3,7311.42,delivered,Matched,matched,valid,7311.42,matched
ORD00020863,CUST008022,PROD0048,2024-06-21,1,2437.14,shipped,Matched,matched,valid,2437.14,matched
ORD00054130,CUST014208,PROD0036,2023-04-22,4,30249.52,shipped,Matched,matched,valid,30249.52,matched
ORD00012594,CUST004224,PROD0007,2025-12-18,2,41012.36,delivered,Matched,matched,valid,41012.36,matched
ORD00036210,CUST016940,PROD0067,2025-11-05,1,2217.06,shipped,Matched,matched,valid,2217.06,matched
ORD00029489,CUST017747,PROD0012,2022-08-27,3,142099.05,returned,Matched,matched,valid,142099.05,matched
ORD00005509,CUST002409,PROD0079,2021-12-27,1,1265.1,delivered,Matched,matched,valid,1265.1,matched
ORD00061697,CUST000212,PROD0092,2025-02-03,2,7148.66,delivered,Matched,matched,valid,7148.66,matched
ORD00072632,CUST018662,PROD0067,2024-08-24,1,2217.06,delivered,Matched,matched,valid,2217.06,matched
ORD00006119,CUST015742,PROD0018,2025-06-26,1,22211.07,delivered,Matched,matched,valid,22211.07,matched
ORD00085515,CUST010931,PROD0061,2023-10-31,3,7099.77,returned,Matched,matched,valid,7099.77,matched
ORD00086415,CUST018429,PROD0087,2025-10-18,2,9103.64,delivered,Matched,matched,valid,9103.64,matched
ORD00092780,CUST009291,PROD0081,2022-05-27,3,2968.23,shipped,Matched,matched,valid,2968.23,matched
ORD00069656,CUST010557,PROD0100,2022-07-13,2,772.82,delivered,Matched,matched,valid,772.82,matched
ORD00071018,CUST000265,PROD0059,2025-07-14,2,3842.14,delivered,Matched,matched,valid,3842.14,matched
ORD00043310,CUST017451,PROD0005,2023-03-12,1,30790.57,delivered,Matched,matched,valid,30790.57,matched
ORD00085105,CUST012689,PROD0062,2024-01-02,2,969.9,delivered,Matched,matched,valid,969.9,matched
ORD00083251,CUST005115,PROD0048,2025-10-10,1,2437.14,pending,Matched,matched,valid,2437.14,matched
ORD00013257,CUST008394,PROD0096,2025-10-26,1,3019.59,delivered,Matched,matched,valid,3019.59,matched
ORD00077488,CUST004591,PROD0011,2025-11-16,3,25793.28,delivered,Matched,matched,valid,25793.28,matched
ORD00038318,CUST014908,PROD0088,2021-08-08,8,2619.44,delivered,Matched,matched,valid,2619.44,matched
ORD00042785,CUST008873,PROD0079,2025-10-14,2,2530.2,pending,Matched,matched,valid,2530.2,matched
ORD00088275,CUST009577,PROD0014,2024-08-05,2,65404.74,delivered,Matched,matched,valid,65404.74,matched
ORD00039437,CUST015525,PROD0003,2025-05-02,3,136292.07,delivered,Matched,matched,valid,136292.07,matched
ORD00067278,CUST000022,PROD0067,2024-10-28,4,8868.24,delivered,Matched,matched,valid,8868.24,matched
ORD00076731,CUST002674,PROD0051,2025-12-06,2,13382.98,delivered,Matched,matched,valid,13382.98,matched
ORD00082465,CUST001017,PROD0046,2024-07-21,2,9766.36,delivered,Matched,matched,valid,9766.36,matched
ORD00025077,CUST007540,PROD0040,2024-06-21,8,14010.56,delivered,Matched,matched,valid,14010.56,matched
ORD00051341,CUST015209,PROD0003,2024-06-01,3,136292.07,returned,Matched,matched,valid,136292.07,matched
ORD00078211,CUST003901,PROD0008,2025-02-21,1,28005.22,delivered,Matched,matched,valid,28005.22,matched
ORD00009665,CUST015124,PROD0098,2023-12-01,3,7533.24,delivered,Matched,matched,valid,7533.24,matched
ORD00060767,CUST005351,PROD0072,2025-03-14,1,6019.85,delivered,Matched,matched,valid,6019.85,matched
ORD00038060,CUST010137,PROD0028,2023-12-10,1,16100.59,cancelled,Matched,matched,valid,16100.59,matched
ORD00015855,CUST007957,PROD0032,2025-07-16,10,94116.6,shipped,Matched,matched,valid,94116.6,matched
ORD00077093,CUST018475,PROD0008,2022-03-17,2,56010.44,shipped,Matched,matched,valid,56010.44,matched
ORD00012490,CUST008281,PROD0026,2024-11-11,2,21672.82,delivered,Matched,matched,valid,21672.82,matched
ORD00030597,CUST001793,PROD0035,2024-10-19,2,34805.58,cancelled,Matched,matched,valid,34805.58,matched
ORD00065782,CUST012877,PROD0017,2023-10-13,2,59226.36,delivered,Matched,matched,valid,59226.36,matched
ORD00051736,CUST001802,PROD0054,2025-08-22,1,170.37,delivered,Matched,matched,valid,170.37,matched
ORD00057582,CUST007776,PROD0009,2025-09-20,2,7099.62,delivered,Matched,matched,valid,7099.62,matched
ORD00057979,CUST013399,PROD0092,2025-01-26,3,10722.99,delivered,Matched,matched,valid,10722.99,matched
ORD00015388,CUST002716,PROD0086,2022-04-25,2,350.18,shipped,Matched,matched,valid,350.18,matched
ORD00039846,CUST002423,PROD0039,2022-10-08,4,17873.84,shipped,Matched,matched,valid,17873.84,matched
ORD00019951,CUST015146,PROD0057,2024-06-07,4,6004.68,shipped,Matched,matched,valid,6004.68,matched
ORD00038612,CUST002733,PROD0067,2024-01-20,4,8868.24,delivered,Matched,matched,valid,8868.24,matched
ORD00083329,CUST017209,PROD0081,2022-09-15,1,989.41,cancelled,Matched,matched,valid,989.41,matched
ORD00005217,CUST002112,PROD0071,2024-12-18,1,1798.22,shipped,Matched,matched,valid,1798.22,matched
ORD00007733,CUST002514,PROD0080,2025-01-15,1,555.8,delivered,Matched,matched,valid,555.8,matched
ORD00046667,CUST000044,PROD0059,2025-12-29,2,3842.14,delivered,Matched,matched,valid,3842.14,matched
ORD00044137,CUST001632,PROD0064,2024-11-12,2,,delivered,Matched,matched,valid,11376.62,Reconstructed
ORD00042158,CUST004183,PROD0081,2025-11-28,1,989.41,delivered,Matched,matched,valid,989.41,matched
ORD00042341,CUST008471,PROD0083,2025-10-27,5,10287.5,delivered,Matched,matched,valid,10287.5,matched
ORD00084956,CUST018358,PROD0041,2025-10-28,3,6837.48,returned,Matched,matched,valid,6837.48,matched
ORD00021136,CUST002566,PROD0009,2024-09-24,1,3549.81,delivered,Matched,matched,valid,3549.81,matched
ORD00065967,CUST013935,PROD0052,2025-01-13,2,8736.62,delivered,Matched,matched,valid,8736.62,matched
ORD00072816,CUST016320,PROD0070,2024-08-07,1,9545.38,delivered,Matched,matched,valid,9545.38,matched
ORD00002477,CUST004690,PROD0075,2024-01-23,1,1127.95,delivered,Matched,matched,valid,1127.95,matched
ORD00096807,CUST001607,PROD0026,2025-07-01,6,65018.46,delivered,Matched,matched,valid,65018.46,matched
ORD00042458,CUST011271,PROD0003,2022-09-07,6,272584.14,delivered,Matched,matched,valid,272584.14,matched
ORD00021998,CUST012960,PROD0073,2025-02-27,1,4493.68,delivered,Matched,matched,valid,4493.68,matched
ORD00065800,CUST015327,PROD0024,2022-06-15,2,17690.78,cancelled,Matched,matched,valid,17690.78,matched
ORD00061518,CUST000258,PROD0006,2024-11-13,1,33376.62,delivered,Matched,matched,valid,33376.62,matched
ORD00026716,CUST006579,PROD0033,2023-05-05,5,96324.95,delivered,Matched,matched,valid,96324.95000000001,matched
ORD00062388,CUST013593,PROD0010,2022-07-04,6,16924.56,shipped,Matched,matched,valid,16924.56,matched
ORD00011244,CUST008801,PROD0038,2025-01-06,1,19843.32,delivered,Matched,matched,valid,19843.32,matched
ORD00048647,CUST008195,PROD0026,2025-05-31,2,21672.82,delivered,Matched,matched,valid,21672.82,matched
ORD00018331,CUST007757,PROD0050,2023-09-25,1,3988.85,delivered,Matched,matched,valid,3988.85,matched
ORD00041075,CUST007288,PROD0038,2023-01-11,8,158746.56,cancelled,Matched,matched,valid,158746.56,matched
ORD00077059,,PROD0081,2024-06-11,1,989.41,delivered,missing,matched,valid,989.41,matched
ORD00098641,CUST019877,PROD0066,2025-06-22,1,2343.68,shipped,Matched,matched,valid,2343.68,matched
ORD00076047,CUST002668,PROD0061,2024-01-06,2,4733.18,shipped,Matched,matched,valid,4733.18,matched
ORD00004936,CUST000990,PROD0070,2025-08-22,1,9545.38,delivered,Matched,matched,valid,9545.38,matched
ORD00045018,CUST010346,PROD0032,2025-08-09,4,37646.64,delivered,Matched,matched,valid,37646.64,matched
ORD00028711,CUST009613,PROD0040,2025-03-14,1,1751.32,delivered,Matched,matched,valid,1751.32,matched
ORD00066596,CUST015651,PROD0001,2025-09-19,1,28590.98,delivered,Matched,matched,valid,28590.98,matched
ORD00094944,CUST011628,PROD0024,2025-07-11,2,17690.78,shipped,Matched,matched,valid,17690.78,matched
ORD00025932,CUST003267,PROD0087,2025-03-13,1,4551.82,returned,Matched,matched,valid,4551.82,matched
ORD00071733,CUST000224,PROD0015,2025-06-20,4,119502.04,delivered,Matched,matched,valid,119502.04,matched
ORD00085160,CUST019475,PROD0032,2025-12-17,1,9411.66,delivered,Matched,matched,valid,9411.66,matched
ORD00063487,CUST012299,PROD0032,2023-11-01,2,18823.32,shipped,Matched,matched,valid,18823.32,matched
ORD00011456,CUST001747,PROD0081,2025-10-19,1,989.41,cancelled,Matched,matched,valid,989.41,matched
ORD00004330,CUST013271,PROD0021,2022-11-14,2,24567.6,returned,Matched,matched,valid,24567.6,matched
ORD00091814,CUST009878,PROD0013,2025-03-26,5,101023.7,delivered,Matched,matched,valid,101023.70000000001,matched
ORD00061045,CUST011054,PROD0006,2025-03-23,1,33376.62,cancelled,Matched,matched,valid,33376.62,matched
ORD00074723,CUST019570,PROD0094,2024-11-02,1,527.55,pending,Matched,matched,valid,527.55,matched
ORD00076907,CUST015665,PROD0073,2025-11-25,1,4493.68,delivered,Matched,matched,valid,4493.68,matched
ORD00015325,CUST004535,PROD0072,2024-01-28,1,6019.85,delivered,Matched,matched,valid,6019.85,matched
ORD00034480,CUST007921,PROD0034,2025-07-02,1,18768.9,pending,Matched,matched,valid,18768.9,matched
ORD00097019,CUST008998,PROD0098,2025-03-20,5,12555.4,returned,Matched,matched,valid,12555.4,matched
ORD00029941,CUST016446,PROD0057,2025-06-15,2,3002.34,delivered,Matched,matched,valid,3002.34,matched
ORD00077905,CUST005094,PROD0083,2025-11-05,8,16460.0,delivered,Matched,matched,valid,16460.0,matched
ORD00017038,CUST003069,PROD0003,2025-01-17,2,90861.38,delivered,Matched,matched,valid,90861.38,matched
ORD00085727,CUST010246,PROD0070,2025-10-29,4,38181.52,shipped,Matched,matched,valid,38181.52,matched
ORD00023674,CUST012878,PROD0093,2023-02-24,1,1163.19,delivered,Matched,matched,valid,1163.19,matched
ORD00022100,CUST003988,PROD0067,2024-06-09,2,4434.12,delivered,Matched,matched,valid,4434.12,matched
ORD00013085,CUST009355,PROD0045,2025-03-14,1,1233.03,cancelled,Matched,matched,valid,1233.03,matched
ORD00095678,CUST018762,PROD0074,2025-05-14,1,,delivered,Matched,matched,valid,838.22,Reconstructed
ORD00084828,CUST011499,PROD0074,2025-04-06,2,1676.44,delivered,Matched,matched,valid,1676.44,matched
ORD00065699,CUST003078,PROD0087,2025-05-03,1,4551.82,pending,Matched,matched,valid,4551.82,matched
ORD00001557,CUST011046,PROD0089,2022-06-28,2,6996.44,pending,Matched,matched,valid,6996.44,matched
ORD00073073,CUST018509,PROD0098,2024-11-10,1,2511.08,delivered,Matched,matched,valid,2511.08,matched
ORD00001279,CUST019523,PROD0025,2023-10-26,2,35631.1,pending,Matched,matched,valid,35631.1,matched
ORD00070864,CUST012137,PROD0062,2024-01-17,1,484.95,delivered,Matched,matched,valid,484.95,matched
ORD00004904,CUST011861,PROD0027,2025-09-21,1,8074.96,delivered,Matched,matched,valid,8074.96,matched
ORD00083111,CUST006984,PROD0071,2024-09-02,3,5394.66,shipped,Matched,matched,valid,5394.66,matched
ORD00030583,CUST007450,PROD0034,2025-07-14,8,150151.2,delivered,Matched,matched,valid,150151.2,matched
ORD00095316,CUST005957,PROD0034,2022-03-22,1,18768.9,delivered,Matched,matched,valid,18768.9,matched
ORD00002929,CUST011314,PROD0077,2025-11-01,6,3350.34,cancelled,Matched,matched,valid,3350.34,matched
ORD00019044,CUST000955,PROD0058,2021-11-30,1,2048.33,delivered,Matched,matched,valid,2048.33,matched
ORD00089550,CUST004039,PROD0038,2025-01-11,1,19843.32,delivered,Matched,matched,valid,19843.32,matched
ORD00027670,CUST009765,PROD0045,2025-01-17,6,7398.18,cancelled,Matched,matched,valid,7398.18,matched
ORD00024721,CUST008188,PROD0003,2022-01-20,1,45430.69,delivered,Matched,matched,valid,45430.69,matched
ORD00078846,CUST014521,PROD0081,2022-10-08,1,989.41,shipped,Matched,matched,valid,989.41,matched
ORD00070340,CUST006604,PROD0078,2024-09-21,1,84.71,delivered,Matched,matched,valid,84.71,matched
ORD00028510,CUST005598,PROD0060,2022-01-07,1,566.88,delivered,Matched,matched,valid,566.88,matched
ORD00074573,CUST000895,PROD0035,2024-06-23,1,17402.79,cancelled,Matched,matched,valid,17402.79,matched
ORD00091761,CUST002887,PROD0053,2024-06-20,3,14659.23,delivered,Matched,matched,valid,14659.23,matched
ORD00002050,CUST018989,PROD0061,2024-12-31,1,2366.59,delivered,Matched,matched,valid,2366.59,matched
ORD00079242,CUST014849,PROD0067,2025-07-15,1,2217.06,delivered,Matched,matched,valid,2217.06,matched
ORD00007102,CUST002074,PROD0034,2023-03-12,4,75075.6,shipped,Matched,matched,valid,75075.6,matched
ORD00077666,CUST012362,PROD0064,2024-08-07,1,5688.31,delivered,Matched,matched,valid,5688.31,matched
ORD00081695,CUST009583,PROD0079,2025-08-02,1,1265.1,delivered,Matched,matched,valid,1265.1,matched
ORD00070040,CUST014234,PROD0054,2022-12-29,3,511.11,returned,Matched,matched,valid,511.11,matched
ORD00002004,CUST009480,PROD0067,2025-10-11,2,4434.12,delivered,Matched,matched,valid,4434.12,matched
ORD00009859,CUST019897,PROD0081,2025-05-15,1,989.41,shipped,Matched,matched,valid,989.41,matched
ORD00078466,CUST015234,PROD0042,2025-09-09,6,27054.42,cancelled,Matched,matched,valid,27054.42,matched
ORD00056710,CUST002297,PROD0058,2025-07-17,5,10241.65,delivered,Matched,matched,valid,10241.65,matched
ORD00075787,CUST003149,PROD0023,2025-05-11,2,4116.88,delivered,Matched,matched,valid,4116.88,matched
ORD00062957,CUST016152,PROD0086,2023-09-16,2,350.18,delivered,Matched,matched,valid,350.18,matched
ORD00089827,CUST007050,PROD0033,2025-05-29,3,57794.97,pending,Matched,matched,valid,57794.97,matched
ORD00050392,CUST010852,PROD0038,2025-12-17,1,19843.32,shipped,Matched,matched,valid,19843.32,matched
ORD00078869,CUST007645,PROD0072,2025-11-09,10,60198.5,delivered,Matched,matched,valid,60198.5,matched
ORD00030430,CUST008266,PROD0066,2024-11-26,1,2343.68,delivered,Matched,matched,valid,2343.68,matched
ORD00056759,CUST001557,PROD0089,2025-02-13,2,6996.44,delivered,Matched,matched,valid,6996.44,matched
ORD00063913,CUST008497,PROD0058,2023-11-30,4,8193.32,delivered,Matched,matched,valid,8193.32,matched
ORD00040142,CUST018728,PROD0098,2024-08-22,6,15066.48,delivered,Matched,matched,valid,15066.48,matched
ORD00067551,CUST019398,PROD0085,2022-04-22,1,4283.72,delivered,Matched,matched,valid,4283.72,matched
ORD00049989,CUST008776,PROD0019,2023-05-29,1,21463.84,pending,Matched,matched,valid,21463.84,matched
ORD00001498,CUST002682,PROD0015,2024-09-20,2,59751.02,delivered,Matched,matched,valid,59751.02,matched
ORD00015741,CUST000635,PROD0037,2022-02-24,1,17899.56,delivered,Matched,matched,valid,17899.56,matched
ORD00022649,CUST013193,PROD0041,2023-09-04,1,2279.16,delivered,Matched,matched,valid,2279.16,matched
ORD00046220,CUST014904,PROD0026,2023-12-31,2,21672.82,delivered,Matched,matched,valid,21672.82,matched
ORD00048214,CUST011850,PROD0064,2023-05-02,3,17064.93,pending,Matched,matched,valid,17064.93,matched
ORD00082487,CUST005768,PROD0069,2024-07-11,1,6975.53,cancelled,Matched,matched,valid,6975.53,matched
ORD00046859,CUST003734,PROD0008,2023-08-13,1,28005.22,delivered,Matched,matched,valid,28005.22,matched
ORD00028936,CUST004501,PROD0035,2023-05-17,1,17402.79,returned,Matched,matched,valid,17402.79,matched
ORD00029801,CUST008974,PROD0079,2025-11-04,3,3795.3,delivered,Matched,matched,valid,3795.2999999999997,matched
ORD00069393,CUST007741,PROD0025,2025-12-13,1,17815.55,delivered,Matched,matched,valid,17815.55,matched
ORD00017411,CUST015927,PROD0088,2025-12-17,3,982.29,delivered,Matched,matched,valid,982.29,matched
ORD00054010,CUST004460,PROD0030,2025-03-02,10,195361.7,delivered,Matched,matched,valid,195361.69999999998,matched
ORD00035069,CUST016455,PROD0026,2025-05-31,3,32509.23,pending,Matched,matched,valid,32509.23,matched
ORD00057297,CUST006750,PROD0059,2023-01-01,1,1921.07,shipped,Matched,matched,valid,1921.07,matched
ORD00047177,CUST007334,PROD0082,2025-11-14,6,10183.62,delivered,Matched,matched,valid,10183.619999999999,matched
ORD00003256,CUST019792,PROD0082,2023-09-03,1,1697.27,delivered,Matched,matched,valid,1697.27,matched
ORD00055894,CUST005476,PROD0046,2023-11-12,1,4883.18,delivered,Matched,matched,valid,4883.18,matched
ORD00092816,CUST010831,PROD0013,2024-08-25,3,60614.22,delivered,Matched,matched,valid,60614.22,matched
ORD00074661,CUST014403,PROD0058,2024-11-20,1,2048.33,shipped,Matched,matched,valid,2048.33,matched
ORD00022930,CUST008137,PROD0052,2025-07-20,3,13104.93,pending,Matched,matched,valid,13104.93,matched
ORD00018961,CUST016982,PROD0034,2024-09-18,6,112613.4,delivered,Matched,matched,valid,112613.40000000001,matched
ORD00027153,CUST012870,PROD0065,2025-12-24,1,5435.24,delivered,Matched,matched,valid,5435.24,matched
ORD00041227,CUST003239,PROD0091,2024-11-14,1,197.92,cancelled,Matched,matched,valid,197.92,matched
ORD00005536,CUST016945,PROD0015,2025-10-28,4,119502.04,shipped,Matched,matched,valid,119502.04,matched
ORD00066798,CUST008779,PROD0084,2022-07-17,1,1180.73,delivered,Matched,matched,valid,1180.73,matched
ORD00022720,CUST012023,PROD0011,2025-04-18,2,17195.52,cancelled,Matched,matched,valid,17195.52,matched
ORD00004183,CUST003409,PROD0059,2022-12-22,2,3842.14,delivered,Matched,matched,valid,3842.14,matched
ORD00044971,CUST011155,PROD0009,2023-01-09,1,3549.81,delivered,Matched,matched,valid,3549.81,matched
ORD00086616,CUST001376,PROD0083,2025-06-20,2,4115.0,delivered,Matched,matched,valid,4115.0,matched
ORD00085857,CUST017513,PROD0038,2024-12-02,1,19843.32,delivered,Matched,matched,valid,19843.32,matched
ORD00009285,CUST002589,PROD0017,2023-01-29,3,88839.54,delivered,Matched,matched,valid,88839.54000000001,matched
ORD00015266,CUST007225,PROD0031,2025-11-18,5,98342.5,cancelled,Matched,matched,valid,98342.5,matched
ORD00051600,CUST001940,PROD0049,2024-06-04,2,14252.2,cancelled,Matched,matched,valid,14252.2,matched
ORD00051202,CUST006468,PROD0057,2024-05-05,1,1501.17,shipped,Matched,matched,valid,1501.17,matched
ORD00039136,CUST011901,PROD0042,2023-07-04,4,18036.28,pending,Matched,matched,valid,18036.28,matched
ORD00071106,CUST008801,PROD0089,2025-12-10,2,6996.44,delivered,Matched,matched,valid,6996.44,matched
ORD00039274,CUST016993,PROD0007,2025-07-24,2,41012.36,cancelled,Matched,matched,valid,41012.36,matched
ORD00037059,CUST009017,PROD0032,2024-07-18,1,9411.66,delivered,Matched,matched,valid,9411.66,matched
ORD00094531,CUST008153,PROD0061,2023-04-01,3,7099.77,pending,Matched,matched,valid,7099.77,matched
ORD00081372,CUST014346,PROD0001,2025-10-30,3,85772.94,returned,Matched,matched,valid,85772.94,matched
ORD00040575,CUST013553,PROD0017,2023-09-21,5,148065.9,delivered,Matched,matched,valid,148065.9,matched
ORD00052771,CUST000839,PROD0022,2024-08-18,1,9040.82,delivered,Matched,matched,valid,9040.82,matched
ORD00010968,CUST018303,PROD0025,2024-12-17,5,89077.75,delivered,Matched,matched,valid,89077.75,matched
ORD00019682,CUST019586,PROD0034,2024-11-14,1,18768.9,shipped,Matched,matched,valid,18768.9,matched
ORD00018900,CUST009029,PROD0028,2023-12-18,1,16100.59,cancelled,Matched,matched,valid,16100.59,matched
ORD00095723,CUST005898,PROD0076,2024-09-25,1,1258.22,delivered,Matched,matched,valid,1258.22,matched
ORD00024875,CUST008102,PROD0019,2023-12-05,3,64391.52,delivered,Matched,matched,valid,64391.520000000004,matched
ORD00069553,CUST001932,PROD0087,2025-08-21,6,27310.92,delivered,Matched,matched,valid,27310.92,matched
ORD00003322,CUST008461,PROD0089,2025-05-21,1,3498.22,delivered,Matched,matched,valid,3498.22,matched
ORD00064327,CUST018235,PROD0063,2024-09-02,1,1957.06,delivered,Matched,matched,valid,1957.06,matched
ORD00013859,CUST013973,PROD0061,2024-01-16,2,4733.18,delivered,Matched,matched,valid,4733.18,matched
ORD00076553,CUST004062,PROD0034,2025-08-21,1,18768.9,delivered,Matched,matched,valid,18768.9,matched
ORD00003895,CUST013976,PROD0035,2025-09-10,4,69611.16,cancelled,Matched,matched,valid,69611.16,matched
ORD00009448,CUST008922,PROD0069,2023-02-19,1,6975.53,delivered,Matched,matched,valid,6975.53,matched
ORD00061261,CUST018314,PROD0009,2022-09-19,1,3549.81,shipped,Matched,matched,valid,3549.81,matched
ORD00071891,CUST016840,PROD0042,2023-12-03,1,4509.07,delivered,Matched,matched,valid,4509.07,matched
ORD00060424,CUST000335,PROD0064,2023-03-07,1,5688.31,delivered,Matched,matched,valid,5688.31,matched
ORD00012049,CUST010186,PROD0060,2021-07-24,1,566.88,delivered,Matched,matched,valid,566.88,matched
ORD00009779,CUST019835,PROD0018,2023-01-15,3,66633.21,delivered,Matched,matched,valid,66633.20999999999,matched
ORD00046632,CUST000126,PROD0062,2023-12-12,2,969.9,shipped,Matched,matched,valid,969.9,matched
